# L=16, T=4.0 
# E      M        E^2        M^2
-144.6    -3.68     21562.4     1185.36
-142.84    1.04     20962.72     998.32
-143.36    4.38     21340.16     1292.92
-144.04    4.96     21372.64     1158.16
-142.52    -5.62     20847.2     1259.64
-147.6    5.0     22499.84     1134.96
-144.68    -0.04     21706.4     1128.72
-143.64    -4.54     21267.36     1151.48
-144.24    4.36     21527.68     1207.76
-143.08    6.12     21361.44     1055.92
-144.24    4.42     21476.48     1234.68
-147.12    2.96     22365.76     1239.68
-137.76    -0.38     19687.68     1080.2
-140.52    2.6     20415.84     1409.6
-141.12    1.9     20646.4     1072.52
-144.08    1.66     21544.96     1302.44
-138.16    -5.66     19981.12     1094.44
-139.64    3.24     20053.92     1061.2
-142.36    2.28     20913.12     1327.44
-144.32    -3.4     21627.84     1206.16
-141.36    3.1     20713.28     1029.4
-149.04    0.58     22864.32     1251.88
-146.2    3.42     22041.12     1179.32
-142.6    4.96     20970.08     1032.4
-146.88    1.24     22359.68     1213.52
-140.68    1.06     20853.92     1011.08
-142.44    1.36     21060.0     1023.12
-147.76    -2.28     22526.4     1195.28
-144.2    2.54     21589.92     1135.0
-142.52    2.4     21090.08     1010.88
-144.88    -7.06     21791.36     1368.84
-141.52    -1.96     20646.08     890.72
-142.28    1.88     20872.16     1205.92
-142.8    2.96     21115.2     1286.72
-142.0    7.9     20878.4     1238.36
-143.76    -0.5     21348.48     1378.52
-143.24    0.48     21300.64     1191.92
-141.64    -2.46     20980.96     942.36
-143.0    -1.12     21211.68     1221.84
-143.64    -1.94     21314.08     703.88
-139.68    3.78     20246.4     898.68
-142.56    7.02     21028.48     1488.12
-138.56    -1.72     19826.24     948.08
-144.64    3.36     21745.6     1216.24
-139.48    5.22     20074.08     1002.36
-142.4    -3.0     20941.76     1205.84
-142.16    2.82     20750.72     1111.24
-141.48    2.24     20846.24     996.24
-142.76    2.36     20975.84     1054.72
-141.88    1.64     20889.12     989.76
-144.84    -3.66     21793.12     1055.32
-140.32    2.68     20536.96     1098.32
-141.44    -3.62     20635.2     1231.72
-146.64    -2.2     22187.2     1460.4
-147.16    -1.62     22390.88     1068.04
-141.24    -0.02     20768.8     1030.6
-144.56    -1.02     21422.72     1134.76
