# L=5, T=4.0 
# E      M        E^2        M^2
-9.6    -1.0     116.0     50.6
-19.6    1.6     471.2     168.2
-13.2    3.8     212.0     67.4
-15.2    1.0     317.6     107.4
-16.8    -1.2     359.2     77.8
-17.2    4.8     372.0     125.8
-12.0    -3.6     173.6     65.8
-15.6    7.6     263.2     91.4
-15.2    -1.2     256.8     88.2
-14.8    1.6     276.0     119.4
-12.4    -1.2     279.2     89.0
-18.8    -2.8     413.6     143.4
-9.6    -3.2     138.4     59.4
-15.2    -1.4     295.2     116.2
-13.2    1.4     228.0     67.4
-14.0    1.6     218.4     57.8
-11.6    0.8     167.2     30.6
-11.2    -0.6     164.0     43.4
-14.0    -4.2     269.6     63.4
-10.4    0.4     132.0     53.8
-17.2    -2.4     397.6     114.6
-11.2    3.0     208.8     125.8
-19.6    3.2     439.2     173.8
-18.4    2.2     512.8     174.6
-20.8    -5.4     538.4     193.0
-14.4    6.6     237.6     111.4
-15.2    2.6     304.8     126.6
-12.0    -2.6     196.0     66.6
-15.2    -3.8     314.4     61.8
-16.4    -8.8     333.6     126.6
-9.2    -0.6     119.2     37.0
-11.6    -0.6     148.0     58.6
-16.8    0.2     378.4     165.0
-12.0    -0.4     295.2     77.0
-14.8    0.0     327.2     124.2
-10.4    6.6     212.0     101.8
-19.2    4.0     429.6     120.2
-11.6    2.6     164.0     52.2
-14.8    5.6     260.0     91.4
-11.2    4.2     202.4     98.6
-12.8    -2.4     324.0     126.6
-12.8    -4.0     269.6     95.4
-14.4    -9.0     244.0     138.6
-16.8    2.8     314.4     103.4
-14.0    -2.0     285.6     81.8
-18.8    -6.6     487.2     173.0
-13.6    3.8     228.0     108.2
-12.4    -2.6     288.8     100.2
-16.0    3.6     314.4     115.4
-12.0    -2.4     160.8     69.8
-13.2    -5.0     253.6     80.2
-20.0    -7.0     500.0     181.0
-15.6    -0.6     330.4     123.4
-17.2    1.6     477.6     175.4
-13.6    5.4     218.4     112.2
-15.6    -3.0     282.4     85.8
-12.8    -4.6     260.0     89.0
-17.6    7.6     413.6     141.0
-12.8    2.8     247.2     64.2
-12.4    3.2     189.6     86.6
-12.0    2.6     237.6     107.4
-12.0    2.4     240.8     87.4
-13.2    4.4     218.4     98.6
-14.0    1.8     215.2     37.8
-12.4    -1.0     208.8     54.6
-16.0    1.8     282.4     93.8
-13.2    -1.2     202.4     97.0
-14.4    -1.8     253.6     62.6
-11.2    -2.0     160.8     63.4
-14.0    1.4     221.6     88.2
-10.0    -1.2     135.2     32.2
-14.8    1.4     276.0     50.6
-14.8    3.4     365.6     141.8
-11.6    1.0     199.2     60.2
-15.2    -1.0     372.0     111.4
-17.2    1.6     368.8     111.4
-14.0    -0.8     292.0     71.4
-13.6    -1.0     304.8     96.2
-13.6    -3.8     234.4     58.6
-16.0    -2.0     279.2     81.8
-12.0    -0.4     189.6     65.8
-15.6    -1.8     324.0     54.6
-18.8    5.2     420.0     167.4
-20.4    -0.4     554.4     195.4
-10.0    -1.4     141.6     65.0
-13.6    -4.8     234.4     97.0
-14.8    2.2     260.0     98.6
-12.8    -1.2     228.0     70.6
-12.0    1.0     215.2     97.0
-13.2    -3.0     301.6     99.4
-14.8    1.0     263.2     128.2
-13.6    -5.0     244.0     99.4
-16.4    -3.0     311.2     104.2
-13.2    -0.8     224.8     64.2
-13.2    -0.4     240.8     73.0
-13.2    -4.6     224.8     76.2
-18.4    -1.0     404.0     118.6
-16.4    3.8     330.4     93.8
-17.2    -9.4     362.4     149.0
-14.4    -3.4     311.2     89.8
-15.2    0.8     266.4     110.6
-10.0    -3.2     157.6     44.2
-12.0    -2.6     224.8     53.0
-14.8    3.6     343.2     142.6
-15.2    -3.4     304.8     101.8
-14.8    0.8     272.8     77.0
-15.6    6.4     288.8     87.4
-16.4    2.8     308.0     113.8
-10.0    -0.8     128.8     65.8
-17.2    -2.2     362.4     114.6
-14.4    -4.0     272.8     88.2
-14.4    -2.2     317.6     98.6
-14.4    -1.2     336.8     116.2
-10.8    -2.6     192.8     77.8
-15.6    1.0     308.0     157.8
-14.4    6.6     295.2     142.6
-20.4    3.8     576.8     181.0
-15.6    3.6     330.4     125.0
-17.2    0.0     340.0     106.6
-13.6    -3.2     272.8     114.6
-17.6    -3.0     352.8     126.6
-18.4    -4.4     420.0     139.4
-10.0    4.2     141.6     73.8
-13.6    3.0     237.6     68.2
-17.2    -1.8     404.0     134.6
-14.8    2.6     253.6     95.4
-15.2    -1.8     336.8     116.2
-15.2    2.0     352.8     135.4
-9.2    -1.2     106.4     18.6
-10.8    -1.6     218.4     100.2
-13.2    3.4     224.8     93.8
-16.8    5.2     512.8     200.2
-15.2    -1.4     295.2     79.4
-8.8    -1.6     122.4     42.6
-7.6    -2.4     87.2     41.0
-12.4    -0.4     192.8     77.0
-18.0    2.0     436.0     159.4
-16.0    7.8     349.6     113.8
-14.0    -1.6     237.6     96.2
-20.0    0.6     544.8     181.0
-20.8    4.4     522.4     153.8
-13.2    2.6     304.8     124.2
-14.0    -5.2     247.2     84.2
-11.6    1.0     170.4     66.6
-18.8    2.6     458.4     130.6
-11.2    -0.2     183.2     61.0
-17.6    4.6     356.0     117.0
-9.6    -1.6     122.4     72.2
-13.2    0.4     253.6     68.2
-10.4    4.2     157.6     53.8
-12.8    3.0     279.2     90.6
-15.2    -2.4     272.8     81.8
-17.6    -2.2     368.8     127.4
-14.0    0.0     240.8     66.6
-11.2    0.4     157.6     75.4
-12.0    -1.2     202.4     101.0
-14.0    -0.8     320.8     147.4
-16.8    -3.2     301.6     81.0
-8.4    -1.2     125.6     63.4
-13.2    -3.4     269.6     105.0
-15.2    -2.6     256.8     145.8
-19.2    -5.4     436.0     163.4
-16.0    7.4     356.0     104.2
-15.2    3.0     266.4     90.6
-12.8    -1.4     250.4     103.4
-15.6    1.8     461.6     131.4
-13.2    -1.0     231.2     67.4
-12.4    6.0     256.8     127.4
-15.2    3.2     292.0     119.4
-12.4    -5.8     256.8     77.8
-15.6    2.4     468.0     170.6
-14.0    2.4     250.4     88.2
-16.0    5.0     346.4     119.4
-12.8    -3.4     215.2     93.8
-12.4    0.8     228.0     72.2
-12.8    -2.0     196.0     101.8
-19.2    -2.2     471.2     169.8
-17.6    -7.2     365.6     121.8
-16.4    -1.0     346.4     133.8
-12.8    -0.4     234.4     65.0
-11.6    0.0     196.0     91.4
-13.6    0.8     224.8     99.4
-17.6    1.8     480.8     131.4
-12.8    4.2     266.4     74.6
-16.4    -2.6     346.4     151.4
-18.8    9.0     477.6     138.6
-13.6    0.0     244.0     97.8
-16.0    4.4     346.4     123.4
-13.6    -2.2     240.8     91.4
-9.6    1.8     170.4     77.0
