#L=%d, T=%.2f 
# E     M     E^2     M^2
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2040.00000000 2.00000000 0.00000000 0.00000000
-2040.00000000 2.00000000 0.00000000 0.00000000
-2040.00000000 2.00000000 0.00000000 0.00000000
-2040.00000000 2.00000000 0.00000000 0.00000000
-2040.00000000 2.00000000 0.00000000 0.00000000
-2040.00000000 2.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2040.00000000 -2.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
-2048.00000000 0.00000000 0.00000000 0.00000000
