#L=%d, T=%.2f 
# E     M     E^2     M^2
-4868.00000000 46.00000000 0.00000000 0.00000000
-5036.00000000 30.00000000 0.00000000 0.00000000
-4844.00000000 -8.00000000 0.00000000 0.00000000
-5000.00000000 18.00000000 0.00000000 0.00000000
-4936.00000000 -28.00000000 0.00000000 0.00000000
-4940.00000000 -42.00000000 0.00000000 0.00000000
-5040.00000000 10.00000000 0.00000000 0.00000000
-5052.00000000 36.00000000 0.00000000 0.00000000
-4908.00000000 38.00000000 0.00000000 0.00000000
-4872.00000000 -12.00000000 0.00000000 0.00000000
-4856.00000000 -56.00000000 0.00000000 0.00000000
-4932.00000000 -34.00000000 0.00000000 0.00000000
-4904.00000000 -54.00000000 0.00000000 0.00000000
-4888.00000000 -106.00000000 0.00000000 0.00000000
-5016.00000000 -14.00000000 0.00000000 0.00000000
-5168.00000000 34.00000000 0.00000000 0.00000000
-5100.00000000 12.00000000 0.00000000 0.00000000
-5016.00000000 10.00000000 0.00000000 0.00000000
-4944.00000000 -4.00000000 0.00000000 0.00000000
-4912.00000000 -30.00000000 0.00000000 0.00000000
-4936.00000000 18.00000000 0.00000000 0.00000000
-4792.00000000 -8.00000000 0.00000000 0.00000000
-4836.00000000 -94.00000000 0.00000000 0.00000000
-4924.00000000 -62.00000000 0.00000000 0.00000000
-5024.00000000 -90.00000000 0.00000000 0.00000000
-5028.00000000 -70.00000000 0.00000000 0.00000000
-5028.00000000 -96.00000000 0.00000000 0.00000000
-5024.00000000 -92.00000000 0.00000000 0.00000000
-5096.00000000 -120.00000000 0.00000000 0.00000000
-5004.00000000 -150.00000000 0.00000000 0.00000000
-5072.00000000 -172.00000000 0.00000000 0.00000000
-5060.00000000 -138.00000000 0.00000000 0.00000000
-5156.00000000 -66.00000000 0.00000000 0.00000000
-5076.00000000 -108.00000000 0.00000000 0.00000000
-5212.00000000 -70.00000000 0.00000000 0.00000000
-5152.00000000 -62.00000000 0.00000000 0.00000000
-5080.00000000 -90.00000000 0.00000000 0.00000000
-5040.00000000 -78.00000000 0.00000000 0.00000000
-5072.00000000 -48.00000000 0.00000000 0.00000000
-5112.00000000 -34.00000000 0.00000000 0.00000000
-5184.00000000 -14.00000000 0.00000000 0.00000000
-5108.00000000 -78.00000000 0.00000000 0.00000000
-5160.00000000 -34.00000000 0.00000000 0.00000000
-5168.00000000 -6.00000000 0.00000000 0.00000000
-5204.00000000 -52.00000000 0.00000000 0.00000000
-5344.00000000 -40.00000000 0.00000000 0.00000000
-5220.00000000 -36.00000000 0.00000000 0.00000000
-5240.00000000 -52.00000000 0.00000000 0.00000000
-5160.00000000 -48.00000000 0.00000000 0.00000000
-5080.00000000 -80.00000000 0.00000000 0.00000000
-5060.00000000 -18.00000000 0.00000000 0.00000000
-4996.00000000 -30.00000000 0.00000000 0.00000000
-5068.00000000 -50.00000000 0.00000000 0.00000000
-5160.00000000 44.00000000 0.00000000 0.00000000
-5064.00000000 50.00000000 0.00000000 0.00000000
-5124.00000000 42.00000000 0.00000000 0.00000000
-5144.00000000 18.00000000 0.00000000 0.00000000
-5104.00000000 -18.00000000 0.00000000 0.00000000
-5236.00000000 28.00000000 0.00000000 0.00000000
-5228.00000000 -26.00000000 0.00000000 0.00000000
-5396.00000000 -34.00000000 0.00000000 0.00000000
