-120.0    -2.0     14400.0     4.0
-140.0    -62.0     19600.0     3844.0
-112.0    -14.0     12544.0     196.0
-96.0    10.0     9216.0     100.0
-128.0    -18.0     16384.0     324.0
-148.0    -30.0     21904.0     900.0
-184.0    0.0     33856.0     0.0
-100.0    -2.0     10000.0     4.0
-104.0    26.0     10816.0     676.0
-120.0    2.0     14400.0     4.0
-156.0    10.0     24336.0     100.0
-160.0    20.0     25600.0     400.0
-116.0    22.0     13456.0     484.0
-124.0    -6.0     15376.0     36.0
-136.0    20.0     18496.0     400.0
-128.0    52.0     16384.0     2704.0
-140.0    32.0     19600.0     1024.0
-140.0    12.0     19600.0     144.0
-136.0    24.0     18496.0     576.0
-136.0    42.0     18496.0     1764.0
-136.0    32.0     18496.0     1024.0
-116.0    32.0     13456.0     1024.0
-156.0    -30.0     24336.0     900.0
-160.0    -22.0     25600.0     484.0
-116.0    -24.0     13456.0     576.0
-172.0    14.0     29584.0     196.0
-176.0    34.0     30976.0     1156.0
-164.0    26.0     26896.0     676.0
-192.0    22.0     36864.0     484.0
-156.0    14.0     24336.0     196.0
-152.0    20.0     23104.0     400.0
-172.0    18.0     29584.0     324.0
-144.0    6.0     20736.0     36.0
-184.0    -2.0     33856.0     4.0
-160.0    -4.0     25600.0     16.0
-144.0    -8.0     20736.0     64.0
-128.0    -32.0     16384.0     1024.0
-128.0    -34.0     16384.0     1156.0
-148.0    -28.0     21904.0     784.0
-116.0    10.0     13456.0     100.0
-80.0    10.0     6400.0     100.0
-64.0    18.0     4096.0     324.0
-164.0    24.0     26896.0     576.0
-140.0    16.0     19600.0     256.0
-148.0    -2.0     21904.0     4.0
-152.0    -12.0     23104.0     144.0
-132.0    24.0     17424.0     576.0
-92.0    8.0     8464.0     64.0
-112.0    -42.0     12544.0     1764.0
-164.0    -32.0     26896.0     1024.0
-160.0    -58.0     25600.0     3364.0
-160.0    -66.0     25600.0     4356.0
-176.0    -82.0     30976.0     6724.0
-184.0    -72.0     33856.0     5184.0
-168.0    -38.0     28224.0     1444.0
-136.0    12.0     18496.0     144.0
-156.0    46.0     24336.0     2116.0
-140.0    28.0     19600.0     784.0
-168.0    -18.0     28224.0     324.0
-144.0    -12.0     20736.0     144.0
-96.0    -30.0     9216.0     900.0
-120.0    4.0     14400.0     16.0
-116.0    18.0     13456.0     324.0
-128.0    2.0     16384.0     4.0
-136.0    -26.0     18496.0     676.0
-120.0    -6.0     14400.0     36.0
-136.0    -16.0     18496.0     256.0
-152.0    10.0     23104.0     100.0
-128.0    -6.0     16384.0     36.0
-112.0    -22.0     12544.0     484.0
-156.0    -58.0     24336.0     3364.0
-152.0    -24.0     23104.0     576.0
-172.0    -6.0     29584.0     36.0
-144.0    10.0     20736.0     100.0
-136.0    2.0     18496.0     4.0
-140.0    -26.0     19600.0     676.0
-116.0    -4.0     13456.0     16.0
-168.0    -16.0     28224.0     256.0
-160.0    16.0     25600.0     256.0
-152.0    18.0     23104.0     324.0
-172.0    76.0     29584.0     5776.0
-144.0    58.0     20736.0     3364.0
-128.0    62.0     16384.0     3844.0
-204.0    70.0     41616.0     4900.0
-140.0    56.0     19600.0     3136.0
-168.0    38.0     28224.0     1444.0
-212.0    28.0     44944.0     784.0
-172.0    34.0     29584.0     1156.0
-156.0    46.0     24336.0     2116.0
-160.0    50.0     25600.0     2500.0
-192.0    86.0     36864.0     7396.0
-140.0    54.0     19600.0     2916.0
-160.0    72.0     25600.0     5184.0
-132.0    74.0     17424.0     5476.0
-156.0    44.0     24336.0     1936.0
-184.0    30.0     33856.0     900.0
-140.0    12.0     19600.0     144.0
-144.0    2.0     20736.0     4.0
-140.0    -30.0     19600.0     900.0
-92.0    22.0     8464.0     484.0
-128.0    -8.0     16384.0     64.0
-168.0    -24.0     28224.0     576.0
-152.0    22.0     23104.0     484.0
-152.0    -12.0     23104.0     144.0
-148.0    -24.0     21904.0     576.0
-132.0    -74.0     17424.0     5476.0
-132.0    -54.0     17424.0     2916.0
-180.0    -70.0     32400.0     4900.0
-160.0    -50.0     25600.0     2500.0
-180.0    -48.0     32400.0     2304.0
-132.0    -38.0     17424.0     1444.0
-148.0    -50.0     21904.0     2500.0
-128.0    -48.0     16384.0     2304.0
-148.0    -38.0     21904.0     1444.0
-116.0    -6.0     13456.0     36.0
-108.0    -34.0     11664.0     1156.0
-148.0    -16.0     21904.0     256.0
-164.0    46.0     26896.0     2116.0
-112.0    2.0     12544.0     4.0
-156.0    -12.0     24336.0     144.0
-156.0    -36.0     24336.0     1296.0
-168.0    -44.0     28224.0     1936.0
-140.0    -24.0     19600.0     576.0
-116.0    -50.0     13456.0     2500.0
-128.0    -48.0     16384.0     2304.0
-164.0    -16.0     26896.0     256.0
-156.0    -30.0     24336.0     900.0
-144.0    -22.0     20736.0     484.0
-128.0    8.0     16384.0     64.0
-140.0    24.0     19600.0     576.0
-116.0    24.0     13456.0     576.0
-120.0    56.0     14400.0     3136.0
-112.0    6.0     12544.0     36.0
-112.0    -10.0     12544.0     100.0
-144.0    -38.0     20736.0     1444.0
-144.0    -36.0     20736.0     1296.0
-136.0    -12.0     18496.0     144.0
-180.0    -12.0     32400.0     144.0
-144.0    -16.0     20736.0     256.0
-120.0    -20.0     14400.0     400.0
-164.0    -12.0     26896.0     144.0
-160.0    -4.0     25600.0     16.0
-124.0    16.0     15376.0     256.0
-116.0    -10.0     13456.0     100.0
-120.0    -12.0     14400.0     144.0
-148.0    -56.0     21904.0     3136.0
-124.0    -42.0     15376.0     1764.0
-156.0    -8.0     24336.0     64.0
-168.0    0.0     28224.0     0.0
-168.0    46.0     28224.0     2116.0
-148.0    20.0     21904.0     400.0
-208.0    0.0     43264.0     0.0
-208.0    16.0     43264.0     256.0
-192.0    -22.0     36864.0     484.0
-136.0    6.0     18496.0     36.0
-160.0    -2.0     25600.0     4.0
-164.0    -10.0     26896.0     100.0
-104.0    -8.0     10816.0     64.0
-104.0    14.0     10816.0     196.0
-132.0    -6.0     17424.0     36.0
-112.0    -12.0     12544.0     144.0
-180.0    34.0     32400.0     1156.0
-148.0    4.0     21904.0     16.0
-140.0    18.0     19600.0     324.0
-124.0    26.0     15376.0     676.0
-136.0    48.0     18496.0     2304.0
-172.0    56.0     29584.0     3136.0
-156.0    28.0     24336.0     784.0
-168.0    48.0     28224.0     2304.0
-164.0    34.0     26896.0     1156.0
-148.0    32.0     21904.0     1024.0
-116.0    28.0     13456.0     784.0
-76.0    24.0     5776.0     576.0
-140.0    8.0     19600.0     64.0
-116.0    4.0     13456.0     16.0
-148.0    30.0     21904.0     900.0
-180.0    -2.0     32400.0     4.0
-152.0    10.0     23104.0     100.0
-128.0    8.0     16384.0     64.0
-144.0    32.0     20736.0     1024.0
-112.0    -14.0     12544.0     196.0
-132.0    -20.0     17424.0     400.0
-140.0    -4.0     19600.0     16.0
-100.0    -12.0     10000.0     144.0
-140.0    -4.0     19600.0     16.0
-172.0    -10.0     29584.0     100.0
-160.0    -18.0     25600.0     324.0
-192.0    -52.0     36864.0     2704.0
-180.0    -46.0     32400.0     2116.0
-120.0    -30.0     14400.0     900.0
-96.0    -4.0     9216.0     16.0
-180.0    -2.0     32400.0     4.0
-168.0    12.0     28224.0     144.0
-148.0    -6.0     21904.0     36.0
-160.0    -4.0     25600.0     16.0
-204.0    -10.0     41616.0     100.0
-120.0    -30.0     14400.0     900.0
-144.0    -30.0     20736.0     900.0
-180.0    -40.0     32400.0     1600.0
-128.0    -14.0     16384.0     196.0
-128.0    -34.0     16384.0     1156.0
-116.0    -30.0     13456.0     900.0
-152.0    -44.0     23104.0     1936.0
-116.0    -26.0     13456.0     676.0
-160.0    -20.0     25600.0     400.0
-132.0    14.0     17424.0     196.0
-140.0    14.0     19600.0     196.0
-180.0    -12.0     32400.0     144.0
-152.0    40.0     23104.0     1600.0
-208.0    20.0     43264.0     400.0
-180.0    6.0     32400.0     36.0
-132.0    18.0     17424.0     324.0
-132.0    18.0     17424.0     324.0
-148.0    12.0     21904.0     144.0
-144.0    -20.0     20736.0     400.0
-140.0    20.0     19600.0     400.0
-124.0    20.0     15376.0     400.0
-120.0    4.0     14400.0     16.0
-120.0    -22.0     14400.0     484.0
-96.0    -36.0     9216.0     1296.0
