#L=%d, T=%.2f 
# E     M 
-15544.00 12345.00 
-15536.00 12345.00 
-15604.00 12345.00 
-15608.00 12345.00 
-15604.00 12345.00 
-15628.00 12345.00 
-15616.00 12345.00 
-15676.00 12345.00 
-15692.00 12345.00 
-15692.00 12345.00 
-15684.00 12345.00 
-15688.00 12345.00 
-15620.00 12345.00 
-15612.00 12345.00 
-15632.00 12345.00 
-15636.00 12345.00 
-15636.00 12345.00 
-15652.00 12345.00 
-15640.00 12345.00 
-15644.00 12345.00 
-15656.00 12345.00 
-15652.00 12345.00 
-15652.00 12345.00 
-15652.00 12345.00 
-15676.00 12345.00 
-15680.00 12345.00 
-15680.00 12345.00 
-15676.00 12345.00 
-15680.00 12345.00 
-15716.00 12345.00 
-15672.00 12345.00 
-15664.00 12345.00 
-15648.00 12345.00 
-15648.00 12345.00 
-15672.00 12345.00 
-15688.00 12345.00 
-15700.00 12345.00 
-15680.00 12345.00 
-15620.00 12345.00 
-15648.00 12345.00 
-15620.00 12345.00 
-15592.00 12345.00 
-15588.00 12345.00 
-15560.00 12345.00 
-15568.00 12345.00 
-15564.00 12345.00 
-15536.00 12345.00 
-15536.00 12345.00 
-15516.00 12345.00 
-15516.00 12345.00 
-15536.00 12345.00 
-15516.00 12345.00 
-15520.00 12345.00 
-15564.00 12345.00 
-15528.00 12345.00 
-15504.00 12345.00 
-15504.00 12345.00 
-15504.00 12345.00 
-15508.00 12345.00 
-15532.00 12345.00 
-15524.00 12345.00 
-15520.00 12345.00 
-15528.00 12345.00 
-15516.00 12345.00 
-15520.00 12345.00 
-15536.00 12345.00 
-15532.00 12345.00 
-15544.00 12345.00 
-15516.00 12345.00 
-15512.00 12345.00 
-15500.00 12345.00 
-15504.00 12345.00 
-15508.00 12345.00 
-15496.00 12345.00 
-15484.00 12345.00 
-15464.00 12345.00 
-15460.00 12345.00 
-15440.00 12345.00 
-15436.00 12345.00 
-15416.00 12345.00 
-15408.00 12345.00 
-15392.00 12345.00 
-15384.00 12345.00 
-15388.00 12345.00 
-15376.00 12345.00 
-15388.00 12345.00 
-15396.00 12345.00 
-15396.00 12345.00 
-15400.00 12345.00 
-15416.00 12345.00 
-15428.00 12345.00 
-15400.00 12345.00 
-15396.00 12345.00 
-15468.00 12345.00 
-15452.00 12345.00 
-15456.00 12345.00 
-15472.00 12345.00 
-15504.00 12345.00 
-15512.00 12345.00 
-15516.00 12345.00 
-15532.00 12345.00 
-15472.00 12345.00 
-15440.00 12345.00 
-15440.00 12345.00 
-15464.00 12345.00 
-15440.00 12345.00 
-15392.00 12345.00 
-15340.00 12345.00 
-15332.00 12345.00 
-15372.00 12345.00 
-15388.00 12345.00 
-15380.00 12345.00 
-15372.00 12345.00 
-15388.00 12345.00 
-15352.00 12345.00 
-15364.00 12345.00 
-15388.00 12345.00 
-15384.00 12345.00 
-15404.00 12345.00 
-15380.00 12345.00 
-15368.00 12345.00 
-15368.00 12345.00 
-15384.00 12345.00 
-15356.00 12345.00 
-15356.00 12345.00 
-15364.00 12345.00 
-15352.00 12345.00 
-15364.00 12345.00 
-15388.00 12345.00 
-15380.00 12345.00 
-15356.00 12345.00 
-15332.00 12345.00 
-15344.00 12345.00 
-15400.00 12345.00 
-15408.00 12345.00 
-15412.00 12345.00 
-15432.00 12345.00 
-15424.00 12345.00 
-15404.00 12345.00 
-15384.00 12345.00 
-15388.00 12345.00 
-15408.00 12345.00 
-15400.00 12345.00 
-15400.00 12345.00 
-15392.00 12345.00 
-15400.00 12345.00 
-15416.00 12345.00 
-15408.00 12345.00 
-15464.00 12345.00 
-15444.00 12345.00 
-15464.00 12345.00 
-15472.00 12345.00 
-15452.00 12345.00 
-15460.00 12345.00 
-15452.00 12345.00 
-15436.00 12345.00 
-15464.00 12345.00 
-15440.00 12345.00 
-15416.00 12345.00 
-15420.00 12345.00 
-15408.00 12345.00 
-15404.00 12345.00 
-15412.00 12345.00 
-15460.00 12345.00 
-15452.00 12345.00 
-15480.00 12345.00 
-15504.00 12345.00 
-15524.00 12345.00 
-15488.00 12345.00 
-15508.00 12345.00 
-15468.00 12345.00 
-15468.00 12345.00 
-15492.00 12345.00 
